message,is_flight_intent
 i'd like to find the cheapest flight from washington dc to atlanta,1
 please list all flights on united airlines out of denver before noon,1
 in denver what kind of ground transportation is there from the airport to downtown,0
 show me the lowest priced fare from dallas to baltimore,0
 what flights are there tuesday morning from dallas to atlanta,1
 show me the fare for delta flight 296 from atlanta to philadelphia,0
 list the three earliest flights from atlanta to philadelphia on wednesday,1
 from montreal to las vegas,1
 can you list flights from washington to toronto with the lowest one way fares,1
 what are the round trip flights from philadelphia to san francisco,1
 show me all us air flights from atlanta to denver for the day after tomorrow,1
 show flights on us air from pittsburgh to oakland connecting through denver,1
 a listing of all flights from boston to baltimore before 10 am on thursday,1
 what airport in new york is closest to downtown,0
 what flights are there from tampa to charlotte,1
 what is the earliest flight from boston to philadelphia,1
 show me all flights from denver to san francisco,1
 all flights from long beach to phoenix,1
 what is ff,0
 i'd like a nonstop flight from atlanta to baltimore that gets in around 7 pm,1
 evening flights from philadelphia to oakland,1
 what does ap57 mean,0
 please list any flights from oakland california to philadelphia on tuesday,1
 show flights from san francisco to denver on wednesday and thursday,1
 can you tell me the cheapest one way fare from boston to san francisco,0
 what ground transportation is available in denver,0
 show me the flights from boston to pittsburgh on thursday,1
 what flights are available from philadelphia to denver on sundays,1
 list flights from philadelphia to dallas that stop in atlanta,1
 list airlines serving between denver and san francisco,0
 what's the cheapest fare for a round trip from indianapolis to orlando on december twenty seventh,0
 what are the lowest one way fares from pittsburgh to atlanta,0
 what flights from new york to los angeles,1
 what is fare code f,0
 flights from denver to seattle on saturday morning on continental,1
 what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,1
 give me the list of flights for continental between denver and boston,1
 list daily flights from oakland to boston using continental airlines,1
 what flights from tacoma to orlando on saturday,1
 what are the coach class fares on flights from pittsburgh to atlanta,0
 what is the meaning of restriction ap80,0
 i need a flight from los angeles to charlotte today,1
 show me all the types of aircraft,0
 what is restriction ap80,0
 show me all flights from atlanta to san francisco which leave the day after tomorrow after 5 o'clock pm,1
 i need a flight from new york to toronto thursday may six arriving by noon,1
 what are my choices of flights leaving early afternoon from minneapolis to indianapolis,1
 now i need flight information leaving atlanta and arriving in baltimore in the afternoon,1
 please list all flights from baltimore to atlanta,1
 what are all the flights available between pittsburgh and dallas fort worth,1
 from denver to pittsburgh on april twenty first i need the cheapest flight,1
 find the flights leaving dallas and going to san francisco that leave after 5 pm,1
 flights from new york to miami,1
 list flights from philadelphia to dallas,1
 i need a flight from pittsburgh to los angeles thursday evening,1
 what is the cheapest flight from denver to pittsburgh leaving on september twenty eighth,1
 what flights are there from houston to dallas,1
 what does ground transportation look like in oakland,0
 list all nonstop flights from la to pittsburgh before 5 pm on tuesday,1
 show me the flights from denver to las vegas,1
 what flights are available from denver to dallas fort worth in the afternoons,1
 i need a flight from new york city to montreal tomorrow,1
 show me the names of airlines in atlanta,0
 i'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines,1
 i need to find a plane from boston to san francisco on friday,0
 show me a list of flights from denver to san francisco for september first 1991,1
 i need a flight from kansas city to newark on the first of july,1
 what aircraft has the largest seating capacity,0
 what is ewr,0
 what ground transportation is available at baltimore,0
 find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,1
 show me round trip flights from denver to baltimore that offer first class service on united,1
 show me the cheapest one way flights from dallas to san francisco leaving dallas after 4 pm,1
 what are the first class fares from dallas to baltimore,0
 show me continental flights from chicago to seattle on saturday morning,1
